 0.29013E+06 0.10419E+04 0.00000E+00    62001     3414    5     3409 0.117E-01 0.50617E+00  0.29013E+06
   3    0.28883E+06    0.22659E+04    0.70169E+00    0.15343E+07    0.28883E+06
   4    0.28998E+06    0.14179E+04    0.61848E+00    0.11604E+07    0.28998E+06
   5    0.29155E+06    0.20897E+04    0.12822E+01    0.59982E+08    0.29155E+06
