 0.18001E+06 0.52251E+03 0.00000E+00    62001     3331    5     3327 0.185E-01 0.31268E+00  0.18001E+06
   3    0.18168E+06    0.22035E+04    0.10848E+01    0.16408E+07    0.18168E+06
   4    0.17932E+06    0.10894E+04    0.76843E+00    0.12448E+07    0.17932E+06
   5    0.18010E+06    0.61847E+03    0.61430E+00    0.16771E+07    0.18010E+06
