 0.18015E+06 0.61237E+03 0.00000E+00    62001     3310    5     3305 0.183E-01 0.31358E+00  0.18015E+06
   3    0.17734E+06    0.21250E+04    0.10718E+01    0.17580E+07    0.17734E+06
   4    0.17939E+06    0.10664E+04    0.75193E+00    0.11903E+07    0.17939E+06
   5    0.18062E+06    0.60916E+03    0.60331E+00    0.11446E+07    0.18062E+06
