 0.28889E+06 0.75177E+03 0.00000E+00    62001     3432    5     3427 0.119E-01 0.50125E+00  0.28889E+06
   3    0.29011E+06    0.22331E+04    0.68849E+00    0.95367E+06    0.29011E+06
   4    0.28874E+06    0.14044E+04    0.61522E+00    0.12522E+07    0.28874E+06
   5    0.28872E+06    0.97043E+03    0.60126E+00    0.19949E+07    0.28872E+06
