 0.28924E+06 0.76513E+03 0.00000E+00    62001     3452    5     3447 0.119E-01 0.50350E+00  0.28924E+06
   3    0.28914E+06    0.22806E+04    0.70548E+00    0.84687E+06    0.28914E+06
   4    0.28754E+06    0.14240E+04    0.62645E+00    0.12943E+07    0.28754E+06
   5    0.29002E+06    0.95480E+03    0.58894E+00    0.21021E+07    0.29002E+06
