 0.17956E+06 0.65252E+03 0.00000E+00    62001     3309    5     3304 0.184E-01 0.31140E+00  0.17956E+06
   3    0.17684E+06    0.20846E+04    0.10543E+01    0.23676E+07    0.17684E+06
   4    0.18088E+06    0.10769E+04    0.75309E+00    0.13202E+07    0.18088E+06
   5    0.17937E+06    0.59834E+03    0.59674E+00    0.98645E+06    0.17937E+06
