 0.28928E+06 0.10046E+04 0.00000E+00    62001     3313    5     3308 0.114E-01 0.50034E+00  0.28928E+06
   3    0.29221E+06    0.22591E+04    0.69149E+00    0.12554E+07    0.29221E+06
   4    0.29044E+06    0.13957E+04    0.60787E+00    0.13854E+07    0.29044E+06
   5    0.28820E+06    0.95154E+03    0.59062E+00    0.17737E+07    0.28820E+06
