 0.28905E+06 0.13513E+04 0.00000E+00    62001     3401    5     3396 0.117E-01 0.50320E+00  0.28905E+06
   3    0.28464E+06    0.22728E+04    0.71418E+00    0.80301E+06    0.28464E+06
   4    0.28987E+06    0.14221E+04    0.62057E+00    0.11961E+07    0.28987E+06
   5    0.28984E+06    0.13852E+04    0.85490E+00    0.32434E+08    0.28984E+06
