 0.28889E+06 0.76025E+03 0.00000E+00    62001     3444    5     3439 0.119E-01 0.50193E+00  0.28889E+06
   3    0.29026E+06    0.22774E+04    0.70177E+00    0.84463E+06    0.29026E+06
   4    0.28790E+06    0.14169E+04    0.62254E+00    0.13897E+07    0.28790E+06
   5    0.28911E+06    0.98092E+03    0.60694E+00    0.17574E+07    0.28911E+06
