 0.17998E+06 0.51020E+03 0.00000E+00    62001     3363    5     3360 0.187E-01 0.31301E+00  0.17998E+06
   3    0.17907E+06    0.21264E+04    0.10621E+01    0.17460E+07    0.17907E+06
   4    0.17922E+06    0.10615E+04    0.74920E+00    0.11786E+07    0.17922E+06
   5    0.18029E+06    0.60488E+03    0.60016E+00    0.13312E+07    0.18029E+06
