 0.17939E+06 0.76385E+03 0.00000E+00    62001     3199    5     3195 0.178E-01 0.31030E+00  0.17939E+06
   3    0.18181E+06    0.22828E+04    0.11231E+01    0.21277E+07    0.18181E+06
   4    0.18097E+06    0.11159E+04    0.77995E+00    0.10763E+07    0.18097E+06
   5    0.17873E+06    0.60965E+03    0.61018E+00    0.11965E+07    0.17873E+06
