 0.17940E+06 0.51878E+03 0.00000E+00    62001     3342    5     3338 0.186E-01 0.31182E+00  0.17940E+06
   3    0.18013E+06    0.22934E+04    0.11388E+01    0.32105E+07    0.18013E+06
   4    0.17859E+06    0.10813E+04    0.76587E+00    0.12378E+07    0.17859E+06
   5    0.17961E+06    0.61194E+03    0.60949E+00    0.11359E+07    0.17961E+06
