 0.17956E+06 0.64469E+03 0.00000E+00    62001     3347    5     3342 0.186E-01 0.31160E+00  0.17956E+06
   3    0.17631E+06    0.22695E+04    0.11513E+01    0.26118E+07    0.17631E+06
   4    0.18059E+06    0.11297E+04    0.79132E+00    0.13301E+07    0.18059E+06
   5    0.17948E+06    0.63224E+03    0.63013E+00    0.10821E+07    0.17948E+06
