 0.17965E+06 0.59166E+03 0.00000E+00    62001     3328    5     3323 0.185E-01 0.31269E+00  0.17965E+06
   3    0.18009E+06    0.21861E+04    0.10857E+01    0.18772E+07    0.18009E+06
   4    0.17813E+06    0.10595E+04    0.75237E+00    0.12156E+07    0.17813E+06
   5    0.18011E+06    0.60676E+03    0.60263E+00    0.10277E+07    0.18011E+06
