 0.17969E+06 0.76432E+03 0.00000E+00    62001     3316    5     3311 0.184E-01 0.31135E+00  0.17969E+06
   3    0.18422E+06    0.23048E+04    0.11190E+01    0.27315E+07    0.18422E+06
   4    0.17969E+06    0.11083E+04    0.78016E+00    0.11461E+07    0.17969E+06
   5    0.17934E+06    0.62273E+03    0.62117E+00    0.14274E+07    0.17934E+06
