 0.28909E+06 0.73502E+03 0.00000E+00    62001     3378    5     3374 0.117E-01 0.50294E+00  0.28909E+06
   3    0.28743E+06    0.22063E+04    0.68655E+00    0.84632E+06    0.28743E+06
   4    0.28836E+06    0.14195E+04    0.62268E+00    0.12718E+07    0.28836E+06
   5    0.28969E+06    0.93279E+03    0.57600E+00    0.17260E+07    0.28969E+06
