 0.17933E+06 0.53631E+03 0.00000E+00    62001     3264    5     3259 0.182E-01 0.31099E+00  0.17933E+06
   3    0.17870E+06    0.23238E+04    0.11631E+01    0.30025E+07    0.17870E+06
   4    0.18010E+06    0.11273E+04    0.79178E+00    0.10664E+07    0.18010E+06
   5    0.17913E+06    0.63185E+03    0.63098E+00    0.10746E+07    0.17913E+06
