 0.28936E+06 0.74486E+03 0.00000E+00    62001     3433    5     3429 0.119E-01 0.50275E+00  0.28936E+06
   3    0.28805E+06    0.22090E+04    0.68591E+00    0.92521E+06    0.28805E+06
   4    0.28942E+06    0.14049E+04    0.61402E+00    0.12467E+07    0.28942E+06
   5    0.28958E+06    0.95746E+03    0.59145E+00    0.18746E+07    0.28958E+06
