 0.28934E+06 0.73940E+03 0.00000E+00    62001     3412    5     3407 0.118E-01 0.50360E+00  0.28934E+06
   3    0.28846E+06    0.22299E+04    0.69143E+00    0.95543E+06    0.28846E+06
   4    0.28805E+06    0.14082E+04    0.61840E+00    0.13136E+07    0.28805E+06
   5    0.29007E+06    0.94330E+03    0.58173E+00    0.14976E+07    0.29007E+06
