 0.28973E+06 0.75242E+03 0.00000E+00    62001     3423    5     3421 0.118E-01 0.50292E+00  0.28973E+06
   3    0.29141E+06    0.22481E+04    0.69001E+00    0.89361E+06    0.29141E+06
   4    0.28916E+06    0.14280E+04    0.62465E+00    0.97641E+06    0.28916E+06
   5    0.28968E+06    0.96308E+03    0.59473E+00    0.17581E+07    0.28968E+06
