 0.28834E+06 0.74766E+03 0.00000E+00    62001     3404    5     3400 0.118E-01 0.50139E+00  0.28834E+06
   3    0.28707E+06    0.22582E+04    0.70360E+00    0.96194E+06    0.28707E+06
   4    0.28780E+06    0.14306E+04    0.62876E+00    0.10953E+07    0.28780E+06
   5    0.28880E+06    0.95163E+03    0.58945E+00    0.16972E+07    0.28880E+06
