 0.28841E+06 0.10776E+04 0.00000E+00    62001     3392    5     3387 0.117E-01 0.50309E+00  0.28841E+06
   3    0.28594E+06    0.22479E+04    0.70315E+00    0.22945E+07    0.28594E+06
   4    0.28718E+06    0.14164E+04    0.62388E+00    0.10180E+07    0.28718E+06
   5    0.28978E+06    0.11248E+04    0.69435E+00    0.19540E+08    0.28978E+06
