 0.18016E+06 0.53415E+03 0.00000E+00    62001     3311    5     3306 0.184E-01 0.31299E+00  0.18016E+06
   3    0.17992E+06    0.22960E+04    0.11414E+01    0.22300E+07    0.17992E+06
   4    0.17981E+06    0.11416E+04    0.80306E+00    0.15344E+07    0.17981E+06
   5    0.18028E+06    0.62649E+03    0.62163E+00    0.16399E+07    0.18028E+06
