 0.28885E+06 0.75784E+03 0.00000E+00    62001     3368    5     3364 0.116E-01 0.50093E+00  0.28885E+06
   3    0.28933E+06    0.22404E+04    0.69260E+00    0.90560E+06    0.28933E+06
   4    0.28936E+06    0.14459E+04    0.63204E+00    0.13759E+07    0.28936E+06
   5    0.28853E+06    0.96962E+03    0.60115E+00    0.18433E+07    0.28853E+06
