0.28889E+06 0.16163E+03 0.00000E+01 1612026 0 0 88424 0.30600E+00 0.00000E+01 0.28889E+06
1 284340.0 2252.9 0.70869 1003200.0 284340.0
2 287180.0 1431.5 0.63049 1797300.0 287180.0
3 288420.0 954.1 0.59175 1716500.0 288420.0
4 291410.0 2248.1 0.69001 893610.0 291410.0
5 289160.0 1428.0 0.62465 976410.0 289160.0
6 289680.0 963.08 0.59473 1758100.0 289680.0
7 287360.0 2246.8 0.69931 903600.0 287360.0
8 289110.0 1421.4 0.62188 1118300.0 289110.0
9 288710.0 955.5 0.59203 1101400.0 288710.0
10 288910.0 2249.4 0.69638 956060.0 288910.0
11 289420.0 1414.9 0.6184 1045700.0 289420.0
12 289080.0 952.89 0.58967 1405000.0 289080.0
13 292210.0 2259.1 0.69149 1255400.0 292210.0
14 290440.0 1395.7 0.60787 1385400.0 290440.0
15 288200.0 951.54 0.59062 1773700.0 288200.0
16 290260.0 2277.4 0.70177 844630.0 290260.0
17 287900.0 1416.9 0.62254 1389700.0 287900.0
18 289110.0 980.92 0.60694 1757400.0 289110.0
19 287470.0 2218.8 0.69034 830040.0 287470.0
20 289060.0 1414.5 0.61897 1528300.0 289060.0
21 289850.0 964.12 0.59501 1541200.0 289850.0
22 288720.0 2239.8 0.69387 879150.0 288720.0
23 288700.0 1401.9 0.61424 1395200.0 288700.0
24 289960.0 957.33 0.59061 1594200.0 289960.0
25 287060.0 2265.1 0.70576 1032500.0 287060.0
26 287970.0 1433.6 0.62969 1193800.0 287970.0
27 288620.0 963.37 0.59709 2686800.0 288620.0
28 288840.0 2252.1 0.69737 835350.0 288840.0
29 289530.0 1403.3 0.61308 1426100.0 289530.0
30 287690.0 957.07 0.5951 1326000.0 287690.0
31 288050.0 2209.0 0.68591 925210.0 288050.0
32 289420.0 1404.9 0.61402 1246700.0 289420.0
33 289580.0 957.46 0.59145 1874600.0 289580.0
34 284640.0 2272.8 0.71418 803010.0 284640.0
35 289870.0 1422.1 0.62057 1196100.0 289870.0
36 289840.0 1385.2 0.8549 32434000.0 289840.0
37 289140.0 2280.6 0.70548 846870.0 289140.0
38 287540.0 1424.0 0.62645 1294300.0 287540.0
39 290020.0 954.8 0.58894 2102100.0 290020.0
40 288830.0 2265.9 0.70169 1534300.0 288830.0
41 289980.0 1417.9 0.61848 1160400.0 289980.0
42 291550.0 2089.7 1.2822 59982000.0 291550.0
43 288370.0 2246.7 0.69685 1038500.0 288370.0
44 288300.0 1418.2 0.62225 3258700.0 288300.0
45 288970.0 947.37 0.58646 1604000.0 288970.0
46 287070.0 2258.2 0.7036 961940.0 287070.0
47 287800.0 1430.6 0.62876 1095300.0 287800.0
48 288800.0 951.63 0.58945 1697200.0 288800.0
49 287430.0 2206.3 0.68655 846320.0 287430.0
50 288360.0 1419.5 0.62268 1271800.0 288360.0
51 289690.0 932.79 0.576 1726000.0 289690.0
52 287650.0 2237.7 0.69579 992000.0 287650.0
53 287200.0 1404.5 0.6186 1331100.0 287200.0
54 287770.0 952.76 0.59226 1419000.0 287770.0
55 287640.0 2240.1 0.69659 944690.0 287640.0
56 288720.0 1413.4 0.61923 1218700.0 288720.0
57 288200.0 955.94 0.59335 1175200.0 288200.0
58 288460.0 2229.9 0.69143 955430.0 288460.0
59 288050.0 1408.2 0.6184 1313600.0 288050.0
60 290070.0 943.3 0.58173 1497600.0 290070.0
61 289330.0 2240.4 0.6926 905600.0 289330.0
62 289360.0 1445.9 0.63204 1375900.0 289360.0
63 288530.0 969.62 0.60115 1843300.0 288530.0
64 288800.0 2242.5 0.69452 831940.0 288800.0
65 287520.0 1396.8 0.6145 1234400.0 287520.0
66 287930.0 948.67 0.58939 1791000.0 287930.0
67 287180.0 2236.7 0.69662 1153300.0 287180.0
68 288340.0 1428.1 0.62648 1091200.0 288340.0
69 289950.0 958.67 0.59145 1281200.0 289950.0
70 290110.0 2233.1 0.68849 953670.0 290110.0
71 288740.0 1404.4 0.61522 1252200.0 288740.0
72 288720.0 970.43 0.60126 1994900.0 288720.0
73 287990.0 2221.7 0.69001 1212800.0 287990.0
74 290970.0 1429.0 0.62122 1540400.0 290970.0
75 289610.0 951.74 0.58788 2293800.0 289610.0
76 285940.0 2247.9 0.70315 2294500.0 285940.0
77 287180.0 1416.4 0.62388 1018000.0 287180.0
78 289780.0 1124.8 0.69435 19540000.0 289780.0
