 0.28828E+06 0.74657E+03 0.00000E+00    62001     3357    5     3352 0.116E-01 0.50035E+00  0.28828E+06
   3    0.28764E+06    0.22401E+04    0.69659E+00    0.94469E+06    0.28764E+06
   4    0.28872E+06    0.14134E+04    0.61923E+00    0.12187E+07    0.28872E+06
   5    0.28820E+06    0.95594E+03    0.59335E+00    0.11752E+07    0.28820E+06
