 0.17946E+06 0.64733E+03 0.00000E+00    62001     3309    5     3305 0.184E-01 0.31159E+00  0.17946E+06
   3    0.18292E+06    0.22258E+04    0.10884E+01    0.19725E+07    0.18292E+06
   4    0.17853E+06    0.10855E+04    0.76906E+00    0.10304E+07    0.17853E+06
   5    0.17948E+06    0.60905E+03    0.60704E+00    0.12252E+07    0.17948E+06
