 0.17984E+06 0.62229E+03 0.00000E+00    62001     3314    5     3310 0.184E-01 0.31215E+00  0.17984E+06
   3    0.17653E+06    0.21946E+04    0.11120E+01    0.17717E+07    0.17653E+06
   4    0.18070E+06    0.10610E+04    0.74271E+00    0.10799E+07    0.18070E+06
   5    0.17980E+06    0.60909E+03    0.60599E+00    0.13325E+07    0.17980E+06
