 0.17979E+06 0.51316E+03 0.00000E+00    62001     3288    5     3283 0.183E-01 0.31233E+00  0.17979E+06
   3    0.17872E+06    0.21594E+04    0.10807E+01    0.23553E+07    0.17872E+06
   4    0.17970E+06    0.10889E+04    0.76649E+00    0.13442E+07    0.17970E+06
   5    0.17990E+06    0.60416E+03    0.60075E+00    0.11490E+07    0.17990E+06
