 0.17935E+06 0.88701E+03 0.00000E+00    62001     3273    5     3268 0.182E-01 0.31070E+00  0.17935E+06
   3    0.18454E+06    0.21535E+04    0.10437E+01    0.17399E+07    0.18454E+06
   4    0.17927E+06    0.10421E+04    0.73528E+00    0.13041E+07    0.17927E+06
   5    0.17896E+06    0.59375E+03    0.59349E+00    0.10537E+07    0.17896E+06
