 0.28760E+06 0.74366E+03 0.00000E+00    62001     3370    5     3366 0.117E-01 0.49960E+00  0.28760E+06
   3    0.28765E+06    0.22377E+04    0.69579E+00    0.99200E+06    0.28765E+06
   4    0.28720E+06    0.14045E+04    0.61860E+00    0.13311E+07    0.28720E+06
   5    0.28777E+06    0.95276E+03    0.59226E+00    0.14190E+07    0.28777E+06
