 0.17938E+06 0.52035E+03 0.00000E+00    62001     3326    5     3321 0.185E-01 0.31159E+00  0.17938E+06
   3    0.18109E+06    0.22353E+04    0.11041E+01    0.20440E+07    0.18109E+06
   4    0.17867E+06    0.10742E+04    0.76050E+00    0.13414E+07    0.17867E+06
   5    0.17948E+06    0.61703E+03    0.61499E+00    0.10843E+07    0.17948E+06
