 0.28915E+06 0.74568E+03 0.00000E+00    62001     3451    5     3446 0.119E-01 0.50187E+00  0.28915E+06
   3    0.28891E+06    0.22494E+04    0.69638E+00    0.95606E+06    0.28891E+06
   4    0.28942E+06    0.14149E+04    0.61840E+00    0.10457E+07    0.28942E+06
   5    0.28908E+06    0.95289E+03    0.58967E+00    0.14050E+07    0.28908E+06
