 0.28920E+06 0.74990E+03 0.00000E+00    62001     3373    5     3370 0.117E-01 0.50339E+00  0.28920E+06
   3    0.28718E+06    0.22367E+04    0.69662E+00    0.11533E+07    0.28718E+06
   4    0.28834E+06    0.14281E+04    0.62648E+00    0.10912E+07    0.28834E+06
   5    0.28995E+06    0.95867E+03    0.59145E+00    0.12812E+07    0.28995E+06
