 0.17950E+06 0.59917E+03 0.00000E+00    62001     3288    5     3283 0.183E-01 0.31154E+00  0.17950E+06
   3    0.18288E+06    0.21975E+04    0.10747E+01    0.20095E+07    0.18288E+06
   4    0.17884E+06    0.10632E+04    0.75202E+00    0.13632E+07    0.17884E+06
   5    0.17945E+06    0.60279E+03    0.60090E+00    0.99801E+06    0.17945E+06
